sample_id,view,true_id,true_gloss,pred_top1,pred_top1_id,top1_prob,top2,top3,top4,top5,top1_correct,top5_correct,llm_keywords,llm_sentence,llm_reliable,is_fallback,conf_band
P09_5637_front,front,5637,谁,谁,5637,0.6912,腻2-2,牢记,牛奶,美,True,True,谁 腻2-2 牢记,誰會牢牢記住呢？,True,False,high
P09_5651_front,front,5651,作业,作业,5651,0.7153,香蕉,银行,写字,做,True,True,作业 香蕉 银行,我做完作業後去銀行買了香蕉。,True,False,high
P09_5698_front,front,5698,开朗,开朗,5698,0.5601,图书馆,大雪,大寒,教室,True,True,开朗 图书馆 大雪,開朗的他冒著大雪前往圖書館。,True,False,high
P09_5716_front,front,5716,高兴,大寒,457,0.1867,面包,高兴,帮助,桌子,False,True,大寒 面包 高兴,信心度不足 — 關鍵詞：大寒 面包 高兴,False,False,low
P09_5726_front,front,5726,家,肉,4270,0.2081,椅子,学生,家,学校,False,True,肉 椅子 学生,信心度不足 — 關鍵詞：肉 椅子 学生,False,False,low
P09_5736_front,front,5736,紫,喜欢,2462,0.2456,渴,紫,水1-1,母亲,False,True,喜欢 渴 紫,信心度不足 — 關鍵詞：喜欢 渴 紫,False,False,low
P09_5753_front,front,5753,椅子,家,5726,0.3532,椅子,学校,学生,面包,False,True,家 椅子 学校,家裡有張椅子，學校裡也有一張。,True,False,high
P09_5780_front,front,5780,因为1-1,因为1-1,5780,0.0983,蓝1-2,没有1-1,没事,小孩儿,True,True,因为1-1 蓝1-2 没有1-1,信心度不足 — 關鍵詞：因为1-1 蓝1-2 没有1-1,False,True,low
P09_5781_front,front,5781,高,高,5781,0.8023,黑,牛奶,天空,哥哥,True,True,高 黑 牛奶,這杯牛奶已經放得太久，顏色變得又高又黑。,True,False,high
P09_5800_front,front,5800,问,黄1-1,6343,0.1329,奶奶,腻2-2,问,晚上,False,True,黄1-1 奶奶 腻2-2,信心度不足 — 關鍵詞：黄1-1 奶奶 腻2-2,False,True,low
P09_5807_front,front,5807,渴,紫,5736,0.1842,渴,喜欢,水1-1,母亲,False,True,紫 渴 喜欢,信心度不足 — 關鍵詞：紫 渴 喜欢,False,False,low
P09_5855_front,front,5855,红,喜欢,2462,0.2637,渴,紫,水1-1,母亲,False,False,喜欢 渴 紫,我喜歡喝紫色的飲料。,True,False,high
P09_5858_front,front,5858,腹,腹,5858,0.7476,饿,今天,矮,也,True,True,腹 饿 今天,我今天肚子餓了。,True,False,high
P09_5894_front,front,5894,车站,车站,5894,0.2041,拨,足球,咖啡,喂,True,True,车站 拨 足球,信心度不足 — 關鍵詞：车站 拨 足球,False,False,low
P09_6056_front,front,6056,没事,感谢,1325,0.1105,没有1-1,慢1-1,因为1-1,为什么,False,False,感谢 没有1-1 慢1-1,信心度不足 — 關鍵詞：感谢 没有1-1 慢1-1,False,True,low
P09_6105_front,front,6105,休息,休息,6105,0.8778,作业,对不起1-2,累,鞋,True,True,休息 作业 对不起1-2,抱歉，我還沒完成作業，需要先休息一下。,True,False,high
P09_6149_front,front,6149,厕所,厕所,6149,0.1836,白,不,阿姨,可以,True,True,厕所 白 不,信心度不足 — 關鍵詞：厕所 白 不,False,False,low
P09_6195_front,front,6195,香蕉,香蕉,6195,0.8231,肉,饺子,做,作业,True,True,香蕉 肉 饺子,香蕉、肉和餃子。,True,False,high
P09_6230_front,front,6230,忧愁,忧愁,6230,0.7734,医生,学习1-1,聪明1-1,超市,True,True,忧愁 医生 学习1-1,醫生正在為學習的事情感到憂愁。,True,False,high
P09_6254_front,front,6254,卖,坐,2732,0.2192,写字,卖,在,紧张,False,True,坐 写字 卖,信心度不足 — 關鍵詞：坐 写字 卖,False,False,low
P09_6264_front,front,6264,爷爷,爷爷,6264,0.1541,渴,母亲,父亲,红,True,True,爷爷 渴 母亲,信心度不足 — 關鍵詞：爷爷 渴 母亲,False,False,low
P09_6307_front,front,6307,下课,因为1-1,5780,0.1017,下课,8,什么,没事,False,True,因为1-1 下课 8,信心度不足 — 關鍵詞：因为1-1 下课 8,False,True,low
P09_6343_front,front,6343,黄1-1,黄1-1,6343,0.2563,奶奶,牢记,晚上,知道,True,True,黄1-1 奶奶 牢记,黃奶奶一直牢記在心。,True,False,high
P09_6363_front,front,6363,紧张,喂,2701,0.3303,站,咖啡,紧张,足球,False,True,喂 站 咖啡,喂，我站著喝咖啡。,True,False,high
P09_6450_front,front,6450,他,他,6450,0.8937,明天,以后,可以,6,True,True,他 明天 以后,他明天之後會來。,True,False,high
P09_6488_front,front,6488,教室,教导,1614,0.443,和,朋友,教室,对,False,True,教导 和 朋友,他正在教導朋友。,True,False,high
P09_6526_front,front,6526,参加,参加,6526,0.5193,饺子,朋友,对,教导,True,True,参加 饺子 朋友,我和朋友一起參加了包餃子的活動。,True,False,high
P09_6532_front,front,6532,足球,咖啡,5353,0.327,喂,足球,起床,拨,False,True,咖啡 喂 足球,我邊喝咖啡邊打電話聊足球賽事。,True,False,high
P09_6571_front,front,6571,你们,你们,6571,0.2291,他们,我们,大家,多,True,True,你们 他们 我们,信心度不足 — 關鍵詞：你们 他们 我们,False,False,low
P09_6618_front,front,6618,现在,身体,2386,0.4269,高兴,健康,现在,担心,False,True,身体 高兴 健康,身體健康，心情愉快。,True,False,high
P09_6645_front,front,6645,蓝1-2,因为1-1,5780,0.0857,感谢,小,下课,小孩儿,False,False,因为1-1 感谢 小,信心度不足 — 關鍵詞：因为1-1 感谢 小,False,True,low
P09_6654_front,front,6654,知道,容易,963,0.1464,知道,听,天空,黑,False,True,容易 知道 听,信心度不足 — 關鍵詞：容易 知道 听,False,True,low
P09_0021_left,left,21,鸡,如果,2244,0.1876,奶奶,鸡,等,爷爷,False,True,如果 奶奶 鸡,信心度不足 — 關鍵詞：如果 奶奶 鸡,False,False,low
P09_0071_left,left,71,跑,跑,71,0.9475,公园,所以1-1,散步,需要1-1,True,True,跑 公园 所以1-1,因為要去公園，所以我跑步過去。,True,False,high
P09_0090_left,left,90,答案,答案,90,0.3091,鸡蛋,水果,食堂,医院,True,True,答案 鸡蛋 水果,答案是雞蛋和水果。,True,False,high
P09_0109_left,left,109,什么,赌气,2680,0.1608,老师,什么,衣服,蓝1-2,False,True,赌气 老师 什么,信心度不足 — 關鍵詞：赌气 老师 什么,False,False,low
P09_0145_left,left,145,9,5,5513,0.1157,6,他,可以,下课,False,False,5 6 他,信心度不足 — 關鍵詞：5 6 他,False,True,low
P09_0165_left,left,165,水果,水果,165,0.7775,鸡蛋,答案,忧愁,累,True,True,水果 鸡蛋 答案,水果和雞蛋的答案已經有了。,True,False,high
P09_0198_left,left,198,是,脏,5340,0.1275,没有1-1,失败1-1,为什么,慢1-1,False,False,脏 没有1-1 失败1-1,信心度不足 — 關鍵詞：脏 没有1-1 失败1-1,False,True,low
P09_0246_left,left,246,拨,拨,246,0.7528,成功1-1,车站,爱,用,True,True,拨 成功1-1 车站,他順利地撥通了車站的電話。,True,False,high
P09_0289_left,left,289,新1-1,写字,1270,0.4562,新1-1,坐,在,鞋,False,True,写字 新1-1 坐,他正坐著寫新的字。,True,False,high
P09_0300_left,left,300,鱼,腹,5858,0.5723,鱼,需要1-1,饿,走,False,True,腹 鱼 需要1-1,魚的肚子需要被清理乾淨。,True,False,high
P09_0356_left,left,356,菜,不,927,0.1809,菜,厕所,花,阿姨,False,True,不 菜 厕所,信心度不足 — 關鍵詞：不 菜 厕所,False,False,low
P09_0369_left,left,369,慢1-1,来,603,0.1513,需要1-1,小,腿1-1,小孩儿,False,False,来 需要1-1 小,信心度不足 — 關鍵詞：来 需要1-1 小,False,False,low
P09_0396_left,left,396,父亲,奶奶,3113,0.1984,爷爷,母亲,腻2-2,父亲,False,True,奶奶 爷爷 母亲,信心度不足 — 關鍵詞：奶奶 爷爷 母亲,False,False,low
P09_0457_left,left,457,大寒,桌子,2346,0.1819,高兴,找,跑,大,False,False,桌子 高兴 找,信心度不足 — 關鍵詞：桌子 高兴 找,False,False,low
P09_0477_left,left,477,快,慢1-1,369,0.131,今天,舒服,法国,饿,False,False,慢1-1 今天 舒服,信心度不足 — 關鍵詞：慢1-1 今天 舒服,False,True,low
P09_0488_left,left,488,我们,我们,488,0.7056,你们,他们,大家,慢1-1,True,True,我们 你们 他们,我們、你們和他們都是這個大家庭的一份子。,True,False,high
P09_0514_left,left,514,苹果,苹果,514,0.7818,对,担心,朋友,高兴,True,True,苹果 对 担心,蘋果對此感到擔心。,True,False,high
P09_0526_left,left,526,学生,学生,526,0.5591,家,学校,椅子,面包,True,True,学生 家 学校,學生往返於家和學校之間。,True,False,high
P09_0534_left,left,534,不同,玩1-1,5316,0.1235,找,跑,不同,拨,False,True,玩1-1 找 跑,信心度不足 — 關鍵詞：玩1-1 找 跑,False,True,low
P09_0557_left,left,557,葡萄,葡萄,557,0.8681,脚1-1,香蕉,肉,担心,True,True,葡萄 脚1-1 香蕉,葡萄被腳踩到香蕉上了。,True,False,high
P09_0603_left,left,603,来,大家,5599,0.3732,他们,给,散步,你们,False,False,大家 他们 给,他們給了大家。,True,False,high
P09_0639_left,left,639,大雨,葡萄,557,0.3313,大雨,大雪,超市,但是1-1,False,True,葡萄 大雨 大雪,葡萄在大雨和大雪中成長。,True,False,high
P09_0805_left,left,805,成功1-1,写字,1270,0.2143,新1-1,拨,玩1-1,干净,False,False,写字 新1-1 拨,信心度不足 — 關鍵詞：写字 新1-1 拨,False,False,low
P09_0869_left,left,869,回家1-1,回家1-1,869,0.6841,同学1-1,豆腐1-1,食堂,跑,True,True,回家1-1 同学1-1 豆腐1-1,我回家和同學一起吃豆腐。,True,False,high
P09_0927_left,left,927,不,但是1-1,930,0.2146,不,厕所,阿姨,多,False,True,但是1-1 不 厕所,信心度不足 — 關鍵詞：但是1-1 不 厕所,False,False,low
P09_0930_left,left,930,但是1-1,花,2902,0.1902,好,菜,但是1-1,不,False,True,花 好 菜,信心度不足 — 關鍵詞：花 好 菜,False,False,low
P09_0963_left,left,963,容易,谁,5637,0.073,喝,哥哥,牛奶,腻2-2,False,False,谁 喝 哥哥,信心度不足 — 關鍵詞：谁 喝 哥哥,False,True,low
P09_0968_left,left,968,牛奶,牛奶,968,0.0942,谁,高,努力,黑,True,True,牛奶 谁 高,信心度不足 — 關鍵詞：牛奶 谁 高,False,True,low
P09_1104_left,left,1104,同学1-1,豆腐1-1,1636,0.696,同学1-1,食堂,回家1-1,跑,False,True,豆腐1-1 同学1-1 食堂,豆腐是同學在食堂吃的。,True,False,high
P09_1224_left,left,1224,早上1-1,文静,2206,0.1222,晚上,早上1-1,1,红,False,True,文静 晚上 早上1-1,信心度不足 — 關鍵詞：文静 晚上 早上1-1,False,True,low
P09_1230_left,left,1230,6,什么,109,0.343,可以,衣服,英俊,水1-1,False,False,什么 可以 衣服,什麼樣的衣服可以穿呢？,True,False,high
P09_1251_left,left,1251,学校,书包,3716,0.1217,学生,面包,家,眼镜,False,False,书包 学生 面包,信心度不足 — 關鍵詞：书包 学生 面包,False,True,low
P09_1256_left,left,1256,找,找,1256,0.8796,用,银行,跑,水果,True,True,找 用 银行,我要去銀行辦點事情。,True,False,high
P09_1270_left,left,1270,写字,新1-1,289,0.3926,写字,坐,在,紧张,False,True,新1-1 写字 坐,他正坐著寫字。,True,False,high
P09_1284_left,left,1284,医院,医院,1284,0.3158,鸡蛋,水果,食堂,天空,True,True,医院 鸡蛋 水果,我從醫院帶了些雞蛋和水果回來。,True,False,high
P09_1325_left,left,1325,感谢,感谢,1325,0.1651,好,没事,没有1-1,是,True,True,感谢 好 没事,信心度不足 — 關鍵詞：感谢 好 没事,False,False,low
P09_1328_left,left,1328,忘记,医生,2102,0.2522,学习1-1,忘记,热1-2,土耳其,False,True,医生 学习1-1 忘记,醫生在學習的過程中忘記了。,True,False,high
P09_1359_left,left,1359,阿姨,感谢,1325,0.2363,花,没事,但是1-1,有,False,False,感谢 花 没事,信心度不足 — 關鍵詞：感谢 花 没事,False,False,low
P09_1406_left,left,1406,晚上,腻2-2,5253,0.4887,谁,晚上,牢记,奶奶,False,True,腻2-2 谁 晚上,究竟是誰在晚上感到如此厭煩呢？,True,False,high
P09_1597_left,left,1597,老师,赌气,2680,0.2954,老师,衣服,什么,蓝1-2,False,True,赌气 老师 衣服,老師因為賭氣而弄髒了衣服。,True,False,high
P09_1614_left,left,1614,教导,桌子,2346,0.2586,教导,大寒,对,苹果,False,True,桌子 教导 大寒,在桌子上教導大寒的知識。,True,False,high
P09_1636_left,left,1636,豆腐1-1,豆腐1-1,1636,0.7571,同学1-1,跑,回家1-1,食堂,True,True,豆腐1-1 同学1-1 跑,豆腐同學跑走了。,True,False,high
P09_1653_left,left,1653,牢记,牢记,1653,0.3022,谁,奶奶,腻2-2,努力,True,True,牢记 谁 奶奶,要牢記奶奶是誰。,True,False,high
P09_1658_left,left,1658,10,可以,2498,0.1599,他,多,问,5,False,False,可以 他 多,信心度不足 — 關鍵詞：可以 他 多,False,False,low
P09_1670_left,left,1670,少,鱼,300,0.1371,散步,找,跑,多,False,False,鱼 散步 找,信心度不足 — 關鍵詞：鱼 散步 找,False,True,low
P09_1688_left,left,1688,坏,没事,6056,0.1913,因为1-1,但是1-1,没有1-1,感谢,False,False,没事 因为1-1 但是1-1,信心度不足 — 關鍵詞：没事 因为1-1 但是1-1,False,False,low
P09_1747_left,left,1747,鸡蛋,鸡蛋,1747,0.7491,水果,医院,昨天,鸡,True,True,鸡蛋 水果 医院,雞蛋和水果都已經送到醫院了。,True,False,high
P09_1752_left,left,1752,讲课1-1,讲课1-1,1752,0.3735,对不起1-2,公园,公司,豆腐1-1,True,True,讲课1-1 对不起1-2 公园,在公園講課時，我說了對不起。,True,False,high
P09_1770_left,left,1770,今天,今天,1770,0.3506,饿,腹,没有1-1,也,True,True,今天 饿 腹,我今天肚子餓了。,True,False,high
P09_1817_left,left,1817,聪明1-1,聪明1-1,1817,0.7384,医生,土耳其,等,热1-2,True,True,聪明1-1 医生 土耳其,那位聰明的醫生來自土耳其。,True,False,high
P09_1818_left,left,1818,伯父,伯父,1818,0.4982,鼻,父亲,等,母亲,True,True,伯父 鼻 父亲,伯父的鼻子長得和父親很像。,True,False,high
P09_1823_left,left,1823,超市,超市,1823,0.7929,银行,找,车站,葡萄,True,True,超市 银行 找,我在超市和銀行之間來回尋找。,True,False,high
P09_1836_left,left,1836,鞋,鞋,1836,0.6228,写字,玩1-1,站,喂,True,True,鞋 写字 玩1-1,他寫完字後便去玩鞋子了。,True,False,high
P09_1879_left,left,1879,水1-1,母亲,2832,0.3242,喜欢,紫,渴,父亲,False,False,母亲 喜欢 紫,母親喜歡紫色。,True,False,high
P09_1887_left,left,1887,走,散步,2180,0.7422,走,给,大家,他们,False,True,散步 走 给,散步時走著走著就給了他。,True,False,high
P09_1925_left,left,1925,你,需要1-1,5610,0.3759,少,鱼,快,小,False,False,需要1-1 少 鱼,需要的魚少了一條。,True,False,high
P09_1928_left,left,1928,我,舒服,2648,0.2285,我,脏,也,失败1-1,False,True,舒服 我 脏,信心度不足 — 關鍵詞：舒服 我 脏,False,False,low
P09_1955_left,left,1955,电影院,茶,2533,0.3604,参加,和,椅子,家,False,False,茶 参加 和,我參加了茶會。,True,False,high
P09_1962_left,left,1962,考试1-2,考试1-2,1962,0.1939,起床,干净,累,写字,True,True,考试1-2 起床 干净,信心度不足 — 關鍵詞：考试1-2 起床 干净,False,False,low
P09_2026_left,left,2026,大雪,树1-1,2678,0.3599,大雪,大雨,篮球,开始,False,True,树1-1 大雪 大雨,樹木在大雪和大雨中挺立著。,True,False,high
P09_2039_left,left,2039,在,做,4870,0.3144,在,坐,紧张,写字,False,True,做 在 坐,他正在做著，然後坐了下來。,True,False,high
P09_2069_left,left,2069,失败1-1,文静,2206,0.1915,努力,脏,失败1-1,晚上,False,True,文静 努力 脏,信心度不足 — 關鍵詞：文静 努力 脏,False,False,low
P09_2092_left,left,2092,好,是,198,0.1932,但是1-1,紧张,快,感谢,False,False,是 但是1-1 紧张,信心度不足 — 關鍵詞：是 但是1-1 紧张,False,False,low
P09_2102_left,left,2102,医生,学习1-1,4462,0.2532,忘记,医生,容易,热1-2,False,True,学习1-1 忘记 医生,學習過後卻又忘記了，真該去看看醫生了。,True,False,high
P09_2130_left,left,2130,工作1-1,工作1-1,2130,0.4845,银行,用,香蕉,车站,True,True,工作1-1 银行 用,我在銀行工作。,True,False,high
P09_2180_left,left,2180,散步,散步,2180,0.5753,给,大家,走,公园,True,True,散步 给 大家,我經常在散步時與大家分享見聞。,True,False,high
P09_2201_left,left,2201,天空,谁,5637,0.218,容易,牢记,明天,牛奶,False,False,谁 容易 牢记,信心度不足 — 關鍵詞：谁 容易 牢记,False,False,low
P09_2206_left,left,2206,文静,文静,2206,0.419,腻2-2,牛奶,努力,美,True,True,文静 腻2-2 牛奶,文靜覺得牛奶喝起來有些膩口。,True,False,high
P09_2217_left,left,2217,英俊,紫,5736,0.0787,奶奶,来,母亲,努力,False,False,紫 奶奶 来,信心度不足 — 關鍵詞：紫 奶奶 来,False,True,low
P09_2229_left,left,2229,健康,健康,2229,0.8973,怎样,开始,身体,书包,True,True,健康 怎样 开始,健康該如何開始呢？,True,False,high
P09_2230_left,left,2230,以后,问,5800,0.1493,我们,他们,你们,英俊,False,False,问 我们 他们,信心度不足 — 關鍵詞：问 我们 他们,False,True,low
P09_2244_left,left,2244,如果,鸡,21,0.1157,奶奶,饭,如果,母亲,False,True,鸡 奶奶 饭,信心度不足 — 關鍵詞：鸡 奶奶 饭,False,True,low
P09_2257_left,left,2257,成绩,成绩,2257,0.2242,现在,坐,肉,高兴,True,True,成绩 现在 坐,信心度不足 — 關鍵詞：成绩 现在 坐,False,False,low
P09_2346_left,left,2346,桌子,桌子,2346,0.6165,健康,高兴,教导,和,True,True,桌子 健康 高兴,身體健康讓人心情愉快，連桌子都彷彿跟著高興起來。,True,False,high
P09_2386_left,left,2386,身体,身体,2386,0.3981,健康,高兴,桌子,担心,True,True,身体 健康 高兴,身體健康，我感到很高興。,True,False,high
P09_2400_left,left,2400,站,站,2400,0.5351,喂,足球,起床,咖啡,True,True,站 喂 足球,他站著看足球比賽。,True,False,high
P09_2407_left,left,2407,矮,饿,4249,0.2453,腹,今天,矮,脏,False,True,饿 腹 今天,信心度不足 — 關鍵詞：饿 腹 今天,False,False,low
P09_2415_left,left,2415,说,腻2-2,5253,0.4042,奶奶,谁,努力,美,False,False,腻2-2 奶奶 谁,你最近和奶奶相處得怎麼樣？,True,False,high
P09_2416_left,left,2416,担心,担心,2416,0.3781,高兴,现在,身体,不同,True,True,担心 高兴 现在,現在既擔心又高興。,True,False,high
P09_2441_left,left,2441,他们,问,5800,0.1932,他们,你们,下课,以后,False,True,问 他们 你们,信心度不足 — 關鍵詞：问 他们 你们,False,False,low
P09_2455_left,left,2455,累,累,2455,0.3457,紧张,在,对不起1-2,做,True,True,累 紧张 在,累積的緊張感一直存在著。,True,False,high
P09_2462_left,left,2462,喜欢,哥哥,4002,0.2108,谁,喜欢,水果,腻2-2,False,True,哥哥 谁 喜欢,信心度不足 — 關鍵詞：哥哥 谁 喜欢,False,False,low
P09_2488_left,left,2488,鼻,等,3735,0.146,奶奶,如果,鸡,喝,False,False,等 奶奶 如果,信心度不足 — 關鍵詞：等 奶奶 如果,False,True,low
P09_2492_left,left,2492,食堂,食堂,2492,0.2765,回家1-1,医院,电影院,答案,True,True,食堂 回家1-1 医院,從食堂出來後，我先回了趟家，然後去了醫院。,True,False,high
P09_2498_left,left,2498,可以,今天,1770,0.0882,饿,慢1-1,什么,有,False,False,今天 饿 慢1-1,信心度不足 — 關鍵詞：今天 饿 慢1-1,False,True,low
P09_2505_left,left,2505,没有1-1,散步,2180,0.4686,给,需要1-1,大家,去,False,False,散步 给 需要1-1,散步是為了給予一對一的需要。,True,False,high
P09_2533_left,left,2533,茶,帮助,5094,0.6784,成绩,拨,爱,朋友,False,False,帮助 成绩 拨,他幫助我提升了成績。,True,False,high
P09_2535_left,left,2535,看1-1,看1-1,2535,0.2046,腻2-2,美,多,下课,True,True,看1-1 腻2-2 美,信心度不足 — 關鍵詞：看1-1 腻2-2 美,False,False,low
P09_2558_left,left,2558,法国,法国,2558,0.3391,赌气,脏,渴,舒服,True,True,法国 赌气 脏,法國人一賭氣就把環境弄髒了。,True,False,high
P09_2559_left,left,2559,土耳其,医生,2102,0.2997,土耳其,聪明1-1,热1-2,学习1-1,False,True,医生 土耳其 聪明1-1,那位醫生是土耳其人，而且非常聰明。,True,False,high
P09_2598_left,left,2598,妹妹,睡觉,3185,0.1563,奶奶,如果,妹妹,鸡,False,True,睡觉 奶奶 如果,信心度不足 — 關鍵詞：睡觉 奶奶 如果,False,False,low
P09_2648_left,left,2648,舒服,赌气,2680,0.1842,衣服,老师,渴,脏,False,False,赌气 衣服 老师,信心度不足 — 關鍵詞：赌气 衣服 老师,False,False,low
P09_2659_left,left,2659,3,他,6450,0.1513,6,5,问,可以,False,False,他 6 5,信心度不足 — 關鍵詞：他 6 5,False,False,low
P09_2676_left,left,2676,7,问,5800,0.1142,可以,5,他,妹妹,False,False,问 可以 5,信心度不足 — 關鍵詞：问 可以 5,False,True,low
P09_2678_left,left,2678,树1-1,大雪,2026,0.5673,树1-1,大雨,怎样,回家1-1,False,True,大雪 树1-1 大雨,大雪過後，樹木又遭遇了大雨的沖刷。,True,False,high
P09_2680_left,left,2680,赌气,舒服,2648,0.1262,蓝1-2,听,姐姐,可以,False,False,舒服 蓝1-2 听,信心度不足 — 關鍵詞：舒服 蓝1-2 听,False,True,low
P09_2694_left,left,2694,2,问,5800,0.0846,他,可以,以后,5,False,False,问 他 可以,信心度不足 — 關鍵詞：问 他 可以,False,True,low
P09_2701_left,left,2701,喂,足球,6532,0.3803,咖啡,对,喂,大,False,True,足球 咖啡 对,足球和咖啡是相對的。,True,False,high
P09_2732_left,left,2732,坐,做,4870,0.2295,坐,在,紧张,作业,False,True,做 坐 在,信心度不足 — 關鍵詞：做 坐 在,False,False,low
P09_2832_left,left,2832,母亲,母亲,2832,0.1534,喜欢,奶奶,红,爷爷,True,True,母亲 喜欢 奶奶,信心度不足 — 關鍵詞：母亲 喜欢 奶奶,False,False,low
P09_2835_left,left,2835,衣服,法国,2558,0.1314,恐怕,脏,失败1-1,黄1-1,False,False,法国 恐怕 脏,信心度不足 — 關鍵詞：法国 恐怕 脏,False,True,low
P09_2838_left,left,2838,公园,公园,2838,0.9285,跑,散步,找,下课,True,True,公园 跑 散步,在公園裡跑步和散步。,True,False,high
P09_2853_left,left,2853,4,听,4691,0.2576,他,姐姐,妹妹,问,False,False,听 他 姐姐,他正在聽他姐姐說話。,True,False,high
P09_2899_left,left,2899,热1-2,天空,2201,0.1938,牛奶,高,医院,忘记,False,False,天空 牛奶 高,信心度不足 — 關鍵詞：天空 牛奶 高,False,False,low
P09_2902_left,left,2902,花,为什么,3492,0.1284,没有1-1,需要1-1,少,鱼,False,False,为什么 没有1-1 需要1-1,信心度不足 — 關鍵詞：为什么 没有1-1 需要1-1,False,True,low
P09_2908_left,left,2908,饺子,饺子,2908,0.2493,肉,干净,教导,银行,True,True,饺子 肉 干净,信心度不足 — 關鍵詞：饺子 肉 干净,False,False,low
P09_2913_left,left,2913,恐怕,老师,1597,0.302,脏,赌气,蓝1-2,法国,False,False,老师 脏 赌气,老師被弄髒了，正在賭氣。,True,False,high
P09_2922_left,left,2922,努力,红,5855,0.1454,水1-1,渴,喜欢,父亲,False,False,红 水1-1 渴,信心度不足 — 關鍵詞：红 水1-1 渴,False,True,low
P09_2961_left,left,2961,给,给,2961,0.2211,你,好,去,你们,True,True,给 你 好,信心度不足 — 關鍵詞：给 你 好,False,False,low
P09_2985_left,left,2985,面包,桌子,2346,0.2038,面包,和,朋友,苹果,False,True,桌子 面包 和,信心度不足 — 關鍵詞：桌子 面包 和,False,False,low
P09_3031_left,left,3031,抢,他们,2441,0.1544,努力,文静,谁,你们,False,False,他们 努力 文静,信心度不足 — 關鍵詞：他们 努力 文静,False,False,low
P09_3113_left,left,3113,奶奶,奶奶,3113,0.1405,爷爷,睡觉,如果,鸡,True,True,奶奶 爷爷 睡觉,信心度不足 — 關鍵詞：奶奶 爷爷 睡觉,False,True,low
P09_3149_left,left,3149,姐姐,伯父,1818,0.1675,父亲,等,如果,奶奶,False,False,伯父 父亲 等,信心度不足 — 關鍵詞：伯父 父亲 等,False,False,low
P09_3185_left,left,3185,睡觉,睡觉,3185,0.1215,姐姐,妹妹,昨天,听,True,True,睡觉 姐姐 妹妹,信心度不足 — 關鍵詞：睡觉 姐姐 妹妹,False,True,low
P09_3257_left,left,3257,腿1-1,腿1-1,3257,0.8966,现在,担心,需要1-1,身体,True,True,腿1-1 现在 担心,我現在很擔心我的腿。,True,False,high
P09_3308_left,left,3308,开始,苹果,514,0.2037,大,对,担心,高兴,False,False,苹果 大 对,信心度不足 — 關鍵詞：苹果 大 对,False,False,low
P09_3386_left,left,3386,起床,起床,3386,0.0748,喂,卖,用,咖啡,True,True,起床 喂 卖,信心度不足 — 關鍵詞：起床 喂 卖,False,True,low
P09_3388_left,left,3388,饭,哥哥,4002,0.3095,爷爷,天空,谁,下课,False,False,哥哥 爷爷 天空,哥哥望著爺爺所指的天空。,True,False,high
P09_3422_left,left,3422,篮球,大雪,2026,0.5909,香蕉,葡萄,篮球,怎样,False,True,大雪 香蕉 葡萄,大雪天裡，香蕉和葡萄都顯得格外可口。,True,False,high
P09_3492_left,left,3492,为什么,鱼,300,0.2036,散步,走,去,需要1-1,False,False,鱼 散步 走,信心度不足 — 關鍵詞：鱼 散步 走,False,False,low
P09_3504_left,left,3504,喝,奶奶,3113,0.2051,喝,牢记,容易,鸡,False,True,奶奶 喝 牢记,信心度不足 — 關鍵詞：奶奶 喝 牢记,False,False,low
P09_3609_left,left,3609,大,不同,534,0.2697,大,朋友,爱,拨,False,True,不同 大 朋友,這些朋友們的年齡各不相同。,True,False,high
P09_3672_left,left,3672,爱,足球,6532,0.1646,对,朋友,咖啡,对不起1-2,False,False,足球 对 朋友,信心度不足 — 關鍵詞：足球 对 朋友,False,False,low
P09_3703_left,left,3703,去,鱼,300,0.1029,给,多,散步,腹,False,False,鱼 给 多,信心度不足 — 關鍵詞：鱼 给 多,False,True,low
P09_3716_left,left,3716,书包,书包,3716,0.7344,眼镜,大雨,开朗,怎样,True,True,书包 眼镜 大雨,書包和眼鏡都被大雨淋濕了。,True,False,high
P09_3735_left,left,3735,等,等,3735,0.1682,如果,鸡,奶奶,以前,True,True,等 如果 鸡,信心度不足 — 關鍵詞：等 如果 鸡,False,False,low
P09_3789_left,left,3789,银行,香蕉,6195,0.1951,苹果,肉,朋友,桌子,False,False,香蕉 苹果 肉,信心度不足 — 關鍵詞：香蕉 苹果 肉,False,False,low
P09_3993_left,left,3993,买,买,3993,0.2793,写字,肉,鞋,新1-1,True,True,买 写字 肉,我去買肉，順便寫字。,True,False,high
P09_4002_left,left,4002,哥哥,哥哥,4002,0.553,弟弟,谁,牢记,奶奶,True,True,哥哥 弟弟 谁,哥哥和弟弟是誰呢？,True,False,high
P09_4027_left,left,4027,黑,黑,4027,0.1678,热1-2,土耳其,聪明1-1,天空,True,True,黑 热1-2 土耳其,信心度不足 — 關鍵詞：黑 热1-2 土耳其,False,False,low
P09_4073_left,left,4073,脚1-1,朋友,5008,0.2579,苹果,高兴,对,桌子,False,False,朋友 苹果 高兴,朋友收到了蘋果，感到很高興。,True,False,high
P09_4102_left,left,4102,多,给,2961,0.0752,但是1-1,快,散步,多,False,True,给 但是1-1 快,信心度不足 — 關鍵詞：给 但是1-1 快,False,True,low
P09_4113_left,left,4113,以前,舒服,2648,0.1232,听,妹妹,他,问,False,False,舒服 听 妹妹,信心度不足 — 關鍵詞：舒服 听 妹妹,False,True,low
